Order ID,Order Date,Ship Date,Customer ID,Product ID,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin_x,Discount Amount,Revenue,Cost,Average Unit Price,Order Size Category,Shipping Days,Shipping Category,Order Year,Order Month,Order Quarter,Product Name,Category,Sub-Category,Product Level,Total Sales_x,Total Profit_x,Total Quantity,Total Orders_x,Avg Sales per Order,Profit Margin_y,Customer Name,Segment,Region,Total Sales_y,Total Profit_y,Total Orders_y,First Order,Last Order,Avg Order Value,Customer Lifetime Days,Customer Tier,Date,Year,Month,MonthName,Month-Year,Quarter,Day of Week,Week of Year,Is Weekend,Day of Month,Days in Month,Quarter Name,Year-Quarter,Target Sales,Target Date,Target Month-Year,Target Quarter,Target Year-Quarter
O00032,2022-01-21,2022-01-23,C0007,P0003,10,464.62,0.1,4181.58,330.21,0.07896775859842452,418.158,4599.738,3851.37,418.158,Very Large,2,Same Day,2022,1,1,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0007,Consumer,East,35912.25,5262.559999999999,21,2022-01-21,2024-10-26,1710.107142857143,1009,Platinum,2022-01-21,2022,1,Jan,Jan-2022,1,Friday,3,False,21,31,Q1,2022-Q1,26550.38,2022-01-01,Jan-2022,1,2022-Q1
O00033,2022-04-17,2022-04-19,C0030,P0006,5,434.29,0.3,1520.02,246.79,0.1623597057933448,456.006,1976.026,1273.23,304.004,Large,2,Same Day,2022,4,2,Phones - P0006,Technology,Phones,Technology > Phones,60829.13,10935.28,276,47,1294.236808510638,0.1797704487964895,Customer C0030,Consumer,West,34621.95,6690.15,23,2022-04-17,2024-11-29,1505.302173913043,957,Platinum,2022-04-17,2022,4,Apr,Apr-2022,2,Sunday,15,True,17,30,Q2,2022-Q2,27669.3,2022-04-01,Apr-2022,2,2022-Q2
O00034,2024-10-18,2024-10-23,C0009,P0007,10,65.8,0.2,526.4,67.25,0.1277545592705167,105.28,631.68,459.15,52.64,Medium,5,Fast,2024,10,4,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0009,Consumer,West,43159.42,7469.65,38,2022-02-09,2024-10-19,1135.774210526316,983,Platinum,2024-10-18,2024,10,Oct,Oct-2024,4,Friday,42,False,18,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00035,2023-12-07,2023-12-11,C0043,P0001,1,176.09,0.2,140.87,27.87,0.1978419819691914,28.174,169.044,113.0,140.87,Small,4,Fast,2023,12,4,Paper - P0001,Office Supplies,Paper,Office Supplies > Paper,76224.9,14532.46,324,52,1465.863461538461,0.1906523983632645,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2023-12-07,2023,12,Dec,Dec-2023,4,Thursday,49,False,7,31,Q4,2023-Q4,18102.05,2023-12-01,Dec-2023,4,2023-Q4
O00036,2024-02-14,2024-02-17,C0016,P0011,1,151.87,0.2,121.5,20.42,0.1680658436213992,24.3,145.8,101.08,121.5,Small,3,Fast,2024,2,1,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0016,Home Office,West,23057.41,3793.82,16,2022-08-14,2024-12-20,1441.088125,859,Platinum,2024-02-14,2024,2,Feb,Feb-2024,1,Wednesday,7,False,14,29,Q1,2024-Q1,22809.52,2024-02-01,Feb-2024,1,2024-Q1
O00037,2024-05-22,2024-05-23,C0008,P0019,5,77.41,0.1,348.34,91.34,0.2622150772234024,34.834,383.174,257.0,69.66799999999999,Small,1,Same Day,2024,5,2,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0008,Home Office,West,28130.13,4939.21,22,2022-03-13,2024-12-18,1278.642272727273,1011,Platinum,2024-05-22,2024,5,May,May-2024,2,Wednesday,21,False,22,31,Q2,2024-Q2,22495.68,2024-05-01,May-2024,2,2024-Q2
O00038,2024-10-05,2024-10-10,C0010,P0018,10,366.43,0.2,2931.44,711.58,0.2427407690418361,586.288,3517.728,2219.86,293.144,Large,5,Fast,2024,10,4,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0010,Corporate,West,24628.78,4786.97,18,2022-01-12,2024-10-05,1368.265555555555,997,Platinum,2024-10-05,2024,10,Oct,Oct-2024,4,Saturday,40,True,5,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00039,2024-02-07,2024-02-09,C0044,P0017,8,257.02,0.0,2056.16,468.12,0.2276671076180842,0.0,2056.16,1588.04,257.02,Large,2,Same Day,2024,2,1,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0044,Home Office,Central,22268.45,3625.67,17,2022-01-20,2024-12-20,1309.908823529412,1065,Platinum,2024-02-07,2024,2,Feb,Feb-2024,1,Wednesday,6,False,7,29,Q1,2024-Q1,22069.86,2024-02-01,Feb-2024,1,2024-Q1
O00040,2022-05-29,2022-05-30,C0041,P0015,9,73.23,0.3,461.35,35.51,0.07696976265308333,138.405,599.755,425.84,51.26111111111111,Small,1,Same Day,2022,5,2,Bookcases - P0015,Furniture,Bookcases,Furniture > Bookcases,49916.58,8657.02,235,42,1188.49,0.1734297501952257,Customer C0041,Corporate,Central,31547.33,5387.96,28,2022-01-09,2024-12-11,1126.690357142857,1067,Platinum,2022-05-29,2022,5,May,May-2022,2,Sunday,21,True,29,31,Q2,2022-Q2,18966.38,2022-05-01,May-2022,2,2022-Q2
O00041,2023-12-18,2023-12-23,C0018,P0016,4,35.09,0.2,112.29,18.96,0.1688485172321667,22.458,134.748,93.33000000000001,28.0725,Small,5,Fast,2023,12,4,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0018,Corporate,Central,27322.67,5247.47,24,2022-01-20,2024-09-05,1138.444583333333,959,Platinum,2023-12-18,2023,12,Dec,Dec-2023,4,Monday,51,False,18,31,Q4,2023-Q4,28584.56,2023-12-01,Dec-2023,4,2023-Q4
O00042,2023-01-16,2023-01-21,C0040,P0011,6,290.37,0.3,1219.55,337.68,0.2768890164404904,365.865,1585.415,881.8699999999999,203.2583333333333,Medium,5,Fast,2023,1,1,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0040,Home Office,East,11859.39,2126.57,17,2022-05-12,2024-11-05,697.6111764705882,908,Platinum,2023-01-16,2023,1,Jan,Jan-2023,1,Monday,3,False,16,31,Q1,2023-Q1,24809.52,2023-01-01,Jan-2023,1,2023-Q1
O00043,2024-06-06,2024-06-10,C0038,P0011,5,139.66,0.0,698.3,129.16,0.1849634827438064,0.0,698.3,569.14,139.66,Medium,4,Fast,2024,6,2,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0038,Home Office,West,21115.18,2703.52,19,2022-01-02,2024-08-20,1111.325263157895,961,Platinum,2024-06-06,2024,6,Jun,Jun-2024,2,Thursday,23,False,6,30,Q2,2024-Q2,23652.34,2024-06-01,Jun-2024,2,2024-Q2
O00044,2022-10-07,2022-10-09,C0016,P0005,10,117.47,0.0,1174.7,81.34,0.06924321103260407,0.0,1174.7,1093.36,117.47,Medium,2,Same Day,2022,10,4,Accessories - P0005,Technology,Accessories,Technology > Accessories,43983.62,7814.66,206,34,1293.635882352941,0.1776720515500998,Customer C0016,Home Office,West,23057.41,3793.82,16,2022-08-14,2024-12-20,1441.088125,859,Platinum,2022-10-07,2022,10,Oct,Oct-2022,4,Friday,40,False,7,31,Q4,2022-Q4,29956.42,2022-10-01,Oct-2022,4,2022-Q4
O00045,2024-03-19,2024-03-20,C0034,P0007,3,159.08,0.1,429.52,116.02,0.2701154777425964,42.952,472.472,313.5,143.1733333333333,Small,1,Same Day,2024,3,1,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0034,Consumer,West,30602.7,5852.46,23,2022-01-10,2024-09-16,1330.552173913044,980,Platinum,2024-03-19,2024,3,Mar,Mar-2024,1,Tuesday,12,False,19,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00046,2023-03-07,2023-03-08,C0016,P0002,3,319.69,0.1,863.16,179.84,0.2083507113397285,86.316,949.476,683.3199999999999,287.72,Medium,1,Same Day,2023,3,1,Labels - P0002,Office Supplies,Labels,Office Supplies > Labels,57327.14,9788.09,236,53,1081.644150943396,0.1707409439926708,Customer C0016,Home Office,West,23057.41,3793.82,16,2022-08-14,2024-12-20,1441.088125,859,Platinum,2023-03-07,2023,3,Mar,Mar-2023,1,Tuesday,10,False,7,31,Q1,2023-Q1,22272.08,2023-03-01,Mar-2023,1,2023-Q1
O00047,2023-02-10,2023-02-13,C0034,P0015,4,438.3,0.3,1227.24,128.38,0.1046087154916724,368.172,1595.412,1098.86,306.81,Medium,3,Fast,2023,2,1,Bookcases - P0015,Furniture,Bookcases,Furniture > Bookcases,49916.58,8657.02,235,42,1188.49,0.1734297501952257,Customer C0034,Consumer,West,30602.7,5852.46,23,2022-01-10,2024-09-16,1330.552173913044,980,Platinum,2023-02-10,2023,2,Feb,Feb-2023,1,Friday,6,False,10,28,Q1,2023-Q1,25378.46,2023-02-01,Feb-2023,1,2023-Q1
